increment,branch,stress_component,order,directions,recovery_factor,oti_derivative,fd_reference,absolute_error,relative_error,absolute_tolerance,relative_tolerance,family_scale,structural_zero_floor,judged_by,passed,justification
4,elastic,5,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,6,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,1,3,1|1|2,2,0.0,1.4281023243607617e-64,1.4281023243607617e-64,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,2,3,1|1|2,2,0.0,-5.630024351455513e-66,5.630024351455513e-66,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,3,3,1|1|2,2,0.0,2.4118823213114435e-65,2.4118823213114435e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,4,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,5,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,6,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,1,4,1|1|1|1,24,0.0,4.060517468804395e-59,4.060517468804395e-59,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,2,4,1|1|1|1,24,0.0,-3.111507638930571e-61,3.111507638930571e-61,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,3,4,1|1|1|1,24,0.0,-3.111507638930571e-61,3.111507638930571e-61,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,4,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,5,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,6,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,1,4,1|1|2|2,4,0.0,-3.414587170239732e-60,3.414587170239732e-60,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,2,4,1|1|2|2,4,0.0,-8.446578133534095e-60,8.446578133534095e-60,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,3,4,1|1|2|2,4,0.0,-8.991068231427581e-60,8.991068231427581e-60,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,4,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,5,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
4,elastic,6,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,1,2,1|1,2,0.0,-2.3386291221069985e-69,2.3386291221069985e-69,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,2,2,1|1,2,0.0,7.629409623911505e-70,7.629409623911505e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,3,2,1|1,2,0.0,7.629409623911505e-70,7.629409623911505e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,4,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,5,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,6,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,1,2,1|2,1,0.0,-9.019420988765004e-70,9.019420988765004e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,2,2,1|2,1,0.0,1.1304565006312682e-70,1.1304565006312682e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,3,2,1|2,1,0.0,-1.893468210515222e-70,1.893468210515222e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,4,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,5,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,6,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,1,3,1|1|1,6,0.0,-7.833843390251834e-65,7.833843390251834e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,2,3,1|1|1,6,0.0,1.4243351618639698e-65,1.4243351618639698e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,3,3,1|1|1,6,0.0,1.4243351618639698e-65,1.4243351618639698e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,4,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,5,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,6,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,1,3,1|1|2,2,0.0,-1.2497474648588012e-64,1.2497474648588012e-64,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,2,3,1|1|2,2,0.0,6.731774490901886e-65,6.731774490901886e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,3,3,1|1|2,2,0.0,-8.630511323804167e-65,8.630511323804167e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,4,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,5,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,6,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,1,4,1|1|1|1,24,0.0,5.522926059101763e-59,5.522926059101763e-59,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,2,4,1|1|1|1,24,0.0,-1.5985370495005808e-59,1.5985370495005808e-59,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,3,4,1|1|1|1,24,0.0,-1.5985370495005808e-59,1.5985370495005808e-59,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,4,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,5,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,6,4,1|1|1|1,24,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,1,4,1|1|2|2,4,0.0,-3.3339175744556297e-59,3.3339175744556297e-59,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,2,4,1|1|2|2,4,0.0,-1.9822282536305953e-59,1.9822282536305953e-59,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,3,4,1|1|2|2,4,0.0,-1.9161742357207664e-59,1.9161742357207664e-59,1.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,4,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,5,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
5,elastic,6,4,1|1|2|2,4,0.0,0.0,0.0,0.0,0.1,1e-07,249999999999999.97,2499999.9999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+06, which is 1e-08 of the magnitude an order-4 derivative has in this problem (2.500000e+14, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,1,2,1|1,2,0.0,1.6345500737282216e-69,1.6345500737282216e-69,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,2,2,1|1,2,0.0,-5.931469796631497e-70,5.931469796631497e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,3,2,1|1,2,0.0,-5.931469796631497e-70,5.931469796631497e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,4,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,5,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,6,2,1|1,2,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,1,2,1|2,1,0.0,1.2067576716196636e-69,1.2067576716196636e-69,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,2,2,1|2,1,0.0,-2.558583077232563e-70,2.558583077232563e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,3,2,1|2,1,0.0,-2.152669337273436e-70,2.152669337273436e-70,1.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,4,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,5,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,6,2,1|2,1,0.0,0.0,0.0,0.0,1e-05,1e-07,250000000.0,2.5,structural_zero,True,"both the generated value and the reference lie below 2.500e+00, which is 1e-08 of the magnitude an order-2 derivative has in this problem (2.500000e+08, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,1,3,1|1|1,6,0.0,-6.409508228387864e-65,6.409508228387864e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,2,3,1|1|1,6,0.0,2.1365027427959547e-65,2.1365027427959547e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,3,3,1|1|1,6,0.0,2.1365027427959547e-65,2.1365027427959547e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,4,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,5,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,6,3,1|1|1,6,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,1,3,1|1|2,2,0.0,-1.6822409020289546e-65,1.6822409020289546e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,2,3,1|1|2,2,0.0,-5.523558543661563e-65,5.523558543661563e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,3,3,1|1|2,2,0.0,1.9397119695981557e-65,1.9397119695981557e-65,1.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
6,elastic,4,3,1|1|2,2,0.0,0.0,0.0,0.0,0.02,1e-07,249999999999.99997,2499.9999999999995,structural_zero,True,"both the generated value and the reference lie below 2.500e+03, which is 1e-08 of the magnitude an order-3 derivative has in this problem (2.500000e+11, from the contract's stress scale 250 and strain scale 0.001), so this is a zero of that family; the generated value is 0.000e+00"
