increment,branch,stress_component,order,directions,direction_pattern,recovery_factor,oti_derivative,oti_normalized,reference_value,reference_normalized,reference_classification,plateau_points,plateau_step_low,plateau_step_high,plateau_absolute_uncertainty,plateau_relative_uncertainty,steps_swept,steps_admissible,steps_rejected_for_branch_crossing,branch_consistent_over_admissible_steps,zero_support_strength,source_proof_kind,structurally_invariant,affine_in_directions,affine_residual_over_rounding_floor,high_precision_value,absolute_error,relative_error,agreement_tolerance,agrees_with_reference,supports_verification,reference_justification
2,inelastic,3,3,1|1|2,mixed,2,-647997359.8443569,-0.002699988999351487,-647997339.2574463,-0.0026999889135726927,resolved,5,2.5e-06,4e-05,1054.411060333252,3.2543684871963323e-06,9,5,4,True,none,,False,False,2052706159015.3115,,20.586910605430603,3.1770054224329956e-08,4217.644241333008,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 3.25e-06 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,4,3,1|1|2,mixed,2,3458423807.5993776,0.014410099198330742,3458423807.2415714,0.014410099196839882,resolved,5,2.5e-06,4e-05,119.82168579101562,6.92926561169986e-08,9,5,4,True,none,,False,False,2569865318837.217,,0.3578062057495117,1.0345932878448951e-10,3458.4238072415715,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 6.93e-08 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,1,4,1|1|2|2,mixed,4,27094651796747.535,0.11289438248644809,27094648831748.0,0.11289437013228334,resolved,5,2.5e-06,4e-05,1001620992.0,7.393496761813397e-05,9,5,4,True,none,,False,False,301039182965.58813,,2964999.53515625,1.0943118523396505e-07,4006483968.0,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 7.39e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,2,4,1|1|2|2,mixed,4,14331361290971.115,0.05971400537904633,14331345684948.266,0.05971394035395112,resolved,5,2.5e-06,4e-05,6180637128.19043,0.0008625340933171051,9,5,4,True,none,,False,False,7525422172725.473,,15606022.849609375,1.0889432990231936e-06,24722548512.76172,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 8.63e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,3,4,1|1|2|2,mixed,4,-41426013087718.67,-0.1726083878654945,-41426012097686.5,-0.17260838374036044,resolved,5,2.5e-06,4e-05,1120141920.0,5.407915767313533e-05,9,5,4,True,none,,False,False,2052706159015.3115,,990032.171875,2.389880468195706e-08,4480567680.0,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 5.41e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,4,4,1|1|2|2,mixed,4,5172927368501.566,0.021553864035423198,5172928296180.0,0.021553867900750003,resolved,5,2.5e-06,4e-05,170936098.0546875,6.608871736378675e-05,9,5,4,True,none,,False,False,2569865318837.217,,927678.43359375,1.7933332543557647e-07,683744392.21875,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 6.61e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,1,2,1|2,mixed,1,-12022165.687480256,-0.05009235703116773,-12022165.687962629,-0.05009235703317762,resolved,5,2.5e-06,4e-05,0.0053063249215483665,8.827569107388701e-10,9,5,4,True,none,,False,False,301039182965.58813,,0.0004823729395866394,4.0123630975209606e-11,12.022165687962628,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 8.83e-10 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,2,2,1|2,mixed,1,-2074061.1509076182,-0.008641921462115076,-2074061.1508811598,-0.008641921462004832,resolved,5,2.5e-06,4e-05,0.006090314011089504,5.8728393890431325e-09,9,5,4,True,none,,False,False,7525422172725.473,,2.6458408683538437e-05,1.275681224360123e-11,2.07406115088116,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 5.87e-09 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,3,2,1|2,mixed,1,14096226.838387888,0.05873427849328286,14096226.838412818,0.058734278493386735,resolved,5,2.5e-06,4e-05,0.0011792480945587158,1.6731400651771786e-10,9,5,4,True,none,,False,False,2052706159015.3115,,2.492964267730713e-05,1.7685330239843184e-12,14.096226838412816,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 1.67e-10 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
2,inelastic,4,2,1|2,mixed,1,-2313730.6564192944,-0.009640544401747058,-2313730.6564286184,-0.00964054440178591,resolved,5,2.5e-06,4e-05,2.570217475295067e-05,2.2217084500772024e-11,9,5,4,True,none,,False,False,2569865318837.217,,9.323935955762863e-06,4.029827728589168e-12,2.313730656428618,True,True,5 consecutive admissible steps from 2.500e-06 to 4.000e-05 agree to 2.22e-11 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 4 step(s) were excluded for leaving the nominal branch.
3,inelastic,1,2,1|1,repeated,2,-6789513.585034737,-0.028289639937644738,-6789513.585082531,-0.028289639937843877,resolved,8,2.5e-06,0.00032,8.281418721191585,2.4394733488381166e-06,9,9,0,True,none,,False,False,155542857825.80872,,4.7793611884117126e-05,7.0393278230013535e-12,33.12567488476634,True,True,8 consecutive admissible steps from 2.500e-06 to 3.200e-04 agree to 2.44e-06 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,2,2,1|1,repeated,2,-3823866.538705902,-0.015932777244607923,-3823866.5388032943,-0.015932777245013727,resolved,8,2.5e-06,0.00032,0.6914093303494155,3.616283797215354e-07,9,9,0,True,none,,False,False,767242301003.3873,,9.739212691783905e-05,2.5469541347622084e-11,3.823866538803294,True,True,8 consecutive admissible steps from 2.500e-06 to 3.200e-04 agree to 3.62e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,3,2,1|1,repeated,2,10613380.123740641,0.044222417182252664,10613380.12434864,0.044222417184786,resolved,9,2.5e-06,0.00064,1469.3412031475455,0.00027688468441390557,9,9,0,True,none,,False,False,536536246957.40625,,0.0006079990416765213,5.728608930925624e-11,5877.364812590182,True,True,9 consecutive admissible steps from 2.500e-06 to 6.400e-04 agree to 2.77e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,4,2,1|1,repeated,2,1294436.2739758953,0.005393484474899564,1294436.2740770578,0.005393484475321075,resolved,9,2.5e-06,0.00064,40.937359275179915,6.325125476627815e-05,9,9,0,True,none,,False,False,1462209024121.4783,,0.00010116258636116982,7.815184755487438e-11,163.74943710071966,True,True,9 consecutive admissible steps from 2.500e-06 to 6.400e-04 agree to 6.33e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,1,3,1|1|1,repeated,6,6799981984.708042,0.028333258269616846,6799981755.173828,0.028333257313224284,resolved,8,2.5e-06,0.00032,776306.388179779,0.0002283260209011941,9,9,0,True,none,,False,False,155542857825.80872,,229.5342140197754,3.375512204060433e-08,3105225.552719116,True,True,8 consecutive admissible steps from 2.500e-06 to 3.200e-04 agree to 2.28e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,2,3,1|1|1,repeated,6,897117644.087549,0.003737990183698121,897117639.5859375,0.0037379901649414065,resolved,7,2.5e-06,0.00016,12244.864318847656,2.7298235545784705e-05,9,9,0,True,none,,False,False,767242301003.3873,,4.5016114711761475,5.0178608384669096e-09,48979.457275390625,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 2.73e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,3,3,1|1|1,repeated,6,-7697099628.795591,-0.032071248453314966,-7697099034.868164,-0.03207124597861735,resolved,8,2.5e-06,0.00032,1433448.8398971558,0.00037246469959749135,9,9,0,True,none,,False,False,536536246957.40625,,593.9274272918701,7.716250298993885e-08,5733795.359588623,True,True,8 consecutive admissible steps from 2.500e-06 to 3.200e-04 agree to 3.72e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,4,3,1|1|1,repeated,6,-838563461.1777644,-0.0034940144215740185,-838563380.7704468,-0.003494014086543528,resolved,8,2.5e-06,0.00032,182368.2469370365,0.0004349539966066299,9,9,0,True,none,,False,False,1462209024121.4783,,80.40731763839722,9.588698896500989e-08,729472.987748146,True,True,8 consecutive admissible steps from 2.500e-06 to 3.200e-04 agree to 4.35e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,1,4,1|1|1|1,repeated,24,-7985001830277.361,-0.03327084095948901,-7985001327712.0,-0.033270838865466675,resolved,7,5e-06,0.00032,1389675330.328125,0.0003480714087060318,9,9,0,True,none,,False,False,155542857825.80872,,502565.361328125,6.293866972619886e-08,5558701321.3125,True,True,7 consecutive admissible steps from 5.000e-06 to 3.200e-04 agree to 3.48e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,2,4,1|1|1|1,repeated,24,1633366353721.6074,0.006805693140506699,1633366549624.0,0.006805693956766668,resolved,7,5e-06,0.00032,174330223.5,0.00021346123874047834,9,9,0,True,none,,False,False,767242301003.3873,,195902.392578125,1.199378012383207e-07,697320894.0,True,True,7 consecutive admissible steps from 5.000e-06 to 3.200e-04 agree to 2.13e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,3,4,1|1|1|1,repeated,24,6351635476555.756,0.026465147818982324,6351611887616.0,0.02646504953173334,resolved,7,5e-06,0.00032,1491727781.796875,0.0004697162887755652,9,9,0,True,none,,False,False,536536246957.40625,,23588939.755859375,3.71385093630354e-06,5966911127.1875,True,True,7 consecutive admissible steps from 5.000e-06 to 3.200e-04 agree to 4.70e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,4,4,1|1|1|1,repeated,24,565209387947.4725,0.002355039116447803,565207937024.0,0.0023550330709333337,resolved,8,2.5e-06,0.00032,159717050.39453125,0.0005651620932129596,9,9,0,True,none,,False,False,1462209024121.4783,,1450923.4725341797,2.5670613901385647e-06,638868201.578125,True,True,8 consecutive admissible steps from 2.500e-06 to 3.200e-04 agree to 5.65e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance.
3,inelastic,1,3,1|1|2,mixed,2,912020702.744385,0.0038000862614349378,912020703.0423529,0.0038000862626764707,resolved,7,2.5e-06,0.00016,5951.4326171875,1.3051091049434486e-05,9,7,2,True,none,,False,False,155542857825.80872,,0.29796791076660156,3.2671178381436847e-10,23805.73046875,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 1.31e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,2,3,1|1|2,mixed,2,-3249984612.810498,-0.013541602553377077,-3249984618.5347757,-0.013541602577228232,resolved,7,2.5e-06,0.00016,1546.2539465427399,9.515453936147265e-07,9,7,2,True,none,,False,False,2134109883707.5295,,5.724277496337891,1.7613244886428495e-09,6185.0157861709595,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 9.52e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,3,3,1|1|2,mixed,2,2337963910.0661135,0.009741516291942141,2337963907.0021996,0.009741516279175832,resolved,7,2.5e-06,0.00016,1044.56884765625,8.935714058953325e-07,9,7,2,True,none,,False,False,620716894283.4261,,3.0639138221740723,1.31050518487375e-09,4178.275390625,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 8.94e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,4,3,1|1|2,mixed,2,1136939138.6583006,0.004737246411076253,1136939139.0380497,0.004737246412658541,resolved,7,2.5e-06,0.00016,86.3571093082428,1.5191157792546133e-07,9,7,2,True,none,,False,False,1492863398922.93,,0.379749059677124,3.340100156974322e-10,1136.9391390380497,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 1.52e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,1,4,1|1|2|2,mixed,4,3643965486981.6616,0.01518318952909026,3643965353346.9404,0.01518318897227892,resolved,7,2.5e-06,0.00016,1008763776.0,0.0005536626604166047,9,7,2,True,none,,False,False,155542857825.80872,,133634.72119140625,3.667288468279872e-08,4035055104.0,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 5.54e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,2,4,1|1|2|2,mixed,4,-794578357217.8827,-0.003310743155074512,-794578197583.326,-0.0033107424899305256,resolved,6,5e-06,0.00016,334221182.1484375,0.0008412543489488038,9,7,2,True,none,,False,False,2134109883707.5295,,159634.556640625,2.0090477831652862e-07,1336884728.59375,True,True,6 consecutive admissible steps from 5.000e-06 to 1.600e-04 agree to 8.41e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,3,4,1|1|2|2,mixed,4,-2849387129763.776,-0.011872446374015735,-2849387139316.703,-0.011872446413819598,resolved,6,5e-06,0.00016,122016584.0,8.564408978785534e-05,9,7,2,True,none,,False,False,620716894283.4261,,9552.92724609375,3.352625241505297e-09,488066336.0,True,True,6 consecutive admissible steps from 5.000e-06 to 1.600e-04 agree to 8.56e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,4,4,1|1|2|2,mixed,4,1179965636598.6,0.0049165234858275005,1179965636540.864,0.004916523485586934,resolved,7,2.5e-06,0.00016,106665608.0,0.0001807944311203778,9,7,2,True,none,,False,False,1492863398922.93,,57.736083984375,4.89303096602301e-11,426662432.0,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 1.81e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,1,2,1|2,mixed,1,-3833212.662797413,-0.015971719428322553,-3833212.662736997,-0.01597171942807082,resolved,7,2.5e-06,0.00016,0.04093952989205718,2.1360427137285655e-08,9,7,2,True,none,,False,False,155542857825.80872,,6.041582673788071e-05,1.57611466030018e-11,3.833212662736997,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 2.14e-08 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,2,2,1|2,mixed,1,1282544.3405974205,0.005343934752489251,1282544.3406002077,0.005343934752500865,resolved,7,2.5e-06,0.00016,0.045276042190380394,7.060347273325774e-08,9,7,2,True,none,,False,False,2134109883707.5295,,2.7872156351804733e-06,2.173192416783116e-12,1.2825443406002077,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 7.06e-08 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,3,2,1|2,mixed,1,2550668.322199991,0.010627784675833297,2550668.322243802,0.01062778467601584,resolved,7,2.5e-06,0.00016,0.004697921220213175,3.6836786494297717e-09,9,7,2,True,none,,False,False,620716894283.4261,,4.381081089377403e-05,1.71762084908139e-11,2.550668322243802,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 3.68e-09 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
3,inelastic,4,2,1|2,mixed,1,-1339547.3285784584,-0.005581447202410243,-1339547.3285811197,-0.005581447202421332,resolved,7,2.5e-06,0.00016,0.026363306329585612,3.936151529264778e-08,9,7,2,True,none,,False,False,1492863398922.93,,2.66125425696373e-06,1.9866817694172805e-12,1.3395473285811197,True,True,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 3.94e-08 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,1,2,1|1,repeated,2,-18086089.16745959,-0.07535870486441494,-18038215.813484192,-0.07515923255618412,resolved,7,2.5e-06,0.00016,2.6304930597543716,2.916577877716694e-07,9,7,2,True,none,,False,False,409761262408.3634,,47873.3539753966,0.0026539960753551696,18.03821581348419,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 2.92e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,2,2,1|1,repeated,2,-8992518.571812328,-0.03746882738255137,-9035437.671829972,-0.03764765696595821,resolved,7,2.5e-06,0.00016,0.13568148761987686,3.003318545218782e-08,9,7,2,True,none,,False,False,1673894091115.729,,42919.100017644465,0.004750085339136863,9.035437671829971,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 3.00e-08 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,3,2,1|1,repeated,2,27078607.739271905,0.11282753224696628,27073653.48520142,0.11280688952167257,resolved,7,2.5e-06,0.00016,2.486491911113262,1.8368351448927201e-07,9,7,2,True,none,,False,False,1334630977038.2952,,4954.254070486873,0.0001829917071663376,27.07365348520142,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 1.84e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,4,2,1|1,repeated,2,3103158.9858304095,0.012929829107626706,2583445.8686855733,0.010764357786189888,resolved,7,2.5e-06,0.00016,0.1880441380199045,1.455762168654063e-07,9,7,2,True,none,,False,False,2642415926750.5767,,519713.1171448361,0.2011705077487302,2.583445868685573,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 1.46e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,1,3,1|1|1,repeated,6,27563274444.761086,0.1148469768531712,27476687304.71875,0.1144861971029948,resolved,7,2.5e-06,0.00016,698705.7882080078,5.0858080558205756e-05,9,7,2,True,none,,False,False,409761262408.3634,,86587140.04233551,0.003151294735135896,2794823.1528320312,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 5.09e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,2,3,1|1|1,repeated,6,1874910019.079987,0.007812125079499947,1984164593.0292969,0.008267352470955404,resolved,7,2.5e-06,0.00016,407426.03399658203,0.00041067765792005163,9,7,2,True,none,,False,False,1673894091115.729,,109254573.94930983,0.055063261552564476,1629704.1359863281,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 4.11e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,3,3,1|1|1,repeated,6,-29438184463.841072,-0.12265910193267114,-29460851897.523438,-0.12275354957301433,resolved,7,2.5e-06,0.00016,1103521.5733947754,7.491443745301477e-05,9,7,2,True,none,,False,False,1334630977038.2952,,22667433.682365417,0.0007694086294996414,4414086.293579102,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 7.49e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,4,3,1|1|1,repeated,6,-2990080856.542802,-0.012458670235595009,-2409561625.6601562,-0.010039840106917318,resolved,7,2.5e-06,0.00016,107280.48899841309,8.90456486822752e-05,9,7,2,True,none,,False,False,2642415926750.5767,,580519230.8826456,0.24092317237314845,429121.95599365234,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 8.90e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,1,4,1|1|1|1,repeated,24,-48588876581445.125,-0.20245365242268806,-48454013691392.0,-0.20189172371413336,resolved,7,2.5e-06,0.00016,5696873918.0,0.00023514559410016704,9,7,2,True,none,,False,False,409761262408.3634,,134862890053.125,0.002783317206951708,22787495672.0,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 2.35e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,2,4,1|1|1|1,repeated,24,13338861798842.512,0.05557859082851047,13079177696512.0,0.05449657373546668,resolved,7,2.5e-06,0.00016,3636166181.0,0.0005560236683640602,9,7,2,True,none,,False,False,1673894091115.729,,259684102330.51172,0.019854772857758878,14544664724.0,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 5.56e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,3,4,1|1|1|1,repeated,24,35250014782602.6,0.14687506159417751,35374839619584.0,0.14739516508160003,resolved,7,2.5e-06,0.00016,2080106109.875,0.00011760370547226026,9,7,2,True,none,,False,False,1334630977038.2952,,124824836981.39844,0.003528633297669954,8320424439.5,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 1.18e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,4,4,1|1|1|1,repeated,24,2824038071270.4946,0.011766825296960397,2101894420608.0,0.008757893419200002,resolved,7,2.5e-06,0.00016,143584859.421875,0.0001366242357504724,9,7,2,True,none,,False,False,2642415926750.5767,,722143650662.4946,0.34356799446358743,574339437.6875,False,False,7 consecutive admissible steps from 2.500e-06 to 1.600e-04 agree to 1.37e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 2 step(s) were excluded for leaving the nominal branch.
4,inelastic,1,3,1|1|2,mixed,2,1931189704.7893894,0.00804662376995579,2012257770.9149399,0.008384407378812249,resolved,6,2.5e-06,8e-05,1840.0380859375,1.8288294000235025e-06,9,6,3,True,none,,False,False,409761262408.3634,,81068066.12555051,0.04028711793156113,7360.15234375,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 1.83e-06 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,2,3,1|1|2,mixed,2,-13052204337.78443,-0.05438418474076846,-13125172758.62686,-0.05468821982761192,resolved,6,2.5e-06,8e-05,570.9099473953247,8.699465643529596e-08,9,6,3,True,none,,False,False,4681520105959.474,,72968420.84243011,0.005559425554568014,13125.172758626859,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 8.70e-08 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,3,3,1|1|2,mixed,2,11121014632.995028,0.04633756097081262,11112914976.135498,0.04630381240056458,resolved,6,2.5e-06,8e-05,726.8444213867188,1.3081075900384113e-07,9,6,3,True,none,,False,False,1485821100248.3857,,8099656.859529495,0.000728850789997328,11112.914976135498,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 1.31e-07 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,4,3,1|1|2,mixed,2,4275949721.92604,0.017816457174691835,3735445192.5771484,0.015564354969071454,resolved,6,2.5e-06,8e-05,25.53950333595276,1.3674141645393871e-08,9,6,3,True,none,,False,False,2953932658185.53,,540504529.3488917,0.14469614771030498,3735.445192577148,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 1.37e-08 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,1,4,1|1|2|2,mixed,4,20684228588973.83,0.08618428578739096,20867559544470.0,0.08694816476862502,resolved,6,2.5e-06,8e-05,275106672.34375,2.6366923430359114e-05,9,6,3,True,none,,False,False,409761262408.3634,,183330955496.17188,0.00878545261152761,1100426689.375,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 2.64e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,2,4,1|1|2|2,mixed,4,-8009514540321.324,-0.03337297725133885,-8154717760114.781,-0.03397799066714493,resolved,5,5e-06,8e-05,67549472.0625,1.65669675026372e-05,9,6,3,True,none,,False,False,4681520105959.474,,145203219793.45703,0.017806038671706676,270197888.25,False,False,5 consecutive admissible steps from 5.000e-06 to 8.000e-05 agree to 1.66e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,3,4,1|1|2|2,mixed,4,-12674714048652.506,-0.052811308536052114,-12712843632261.36,-0.052970181801089006,resolved,6,2.5e-06,8e-05,3449782046.0,0.0005427239012435415,9,6,3,True,none,,False,False,1485821100248.3857,,38129583608.853516,0.002999296200898133,13799128184.0,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 5.43e-04 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,4,4,1|1|2|2,mixed,4,7075422998612.05,0.02948092916088355,6257880546579.266,0.02607450227741361,resolved,6,2.5e-06,8e-05,287913804.0,9.201639496215114e-05,9,6,3,True,none,,False,False,2953932658185.53,,817542452032.7842,0.1306420673816914,1151655216.0,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 9.20e-05 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,1,2,1|2,mixed,1,-9014018.068385575,-0.037558408618273226,-9046178.211040266,-0.037692409212667775,resolved,6,2.5e-06,8e-05,0.010345946066081524,2.2873628674383126e-09,9,6,3,True,none,,False,False,409761262408.3634,,32160.14265469089,0.0035551082351485794,9.046178211040266,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 2.29e-09 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
4,inelastic,2,2,1|2,mixed,1,4292369.257899984,0.0178848719079166,4319731.81834267,0.01799888257642779,resolved,6,2.5e-06,8e-05,0.012957979924976826,5.999437219669044e-09,9,6,3,True,none,,False,False,4681520105959.474,,27362.56044268608,0.006334319257157992,4.31973181834267,False,False,6 consecutive admissible steps from 2.500e-06 to 8.000e-05 agree to 6.00e-09 relative; the plateau is a genuine independent estimate and its own spread sets the agreement tolerance. 3 step(s) were excluded for leaving the nominal branch.
